,online_order,book_table,rate,votes,location,rest_type,cuisines,cost,Target
27884,1,0,3.4,356,12,6,43,350.0,0
27886,0,0,4.7,14710,23,8,66,900.0,1
27887,1,0,3.6,11,0,6,66,200.0,0
27888,1,0,3.7,24,0,7,66,400.0,0
27892,1,0,3.9,66,0,6,9,700.0,1
27893,1,0,3.9,191,0,6,66,600.0,1
27895,1,0,2.6,175,0,2,66,450.0,0
27897,1,0,4.4,7233,23,2,66,600.0,1
27898,1,0,3.3,25,3,2,45,600.0,0
27900,1,0,4.0,359,26,4,9,650.0,1
27902,1,0,3.9,240,15,6,66,400.0,1
27903,1,0,4.0,113,0,8,66,250.0,1
27905,1,1,4.1,1342,15,2,52,800.0,1
27906,1,0,3.7,76,15,8,66,200.0,0
27908,1,0,4.1,18,0,0,4,200.0,1
27911,1,0,4.0,107,21,2,43,500.0,1
27913,1,0,3.8,8,15,6,66,300.0,1
27914,1,0,3.8,60,0,6,43,300.0,1
27916,1,0,3.7,630,15,6,15,400.0,0
27917,1,0,4.0,198,22,6,43,500.0,1
27919,1,0,2.9,136,0,6,23,300.0,0
27920,1,0,3.5,139,0,7,12,500.0,0
27923,1,0,3.9,58,0,6,12,300.0,1
27924,1,0,3.8,260,0,2,66,500.0,1
27925,1,1,4.1,2727,0,2,66,800.0,1
27926,1,0,3.3,50,0,8,43,400.0,0
27928,1,0,3.9,326,24,2,1,500.0,1
27931,1,1,4.1,1250,23,2,43,600.0,1
27932,1,0,3.8,11,0,7,2,400.0,1
27933,1,0,4.2,1077,23,8,42,400.0,1
27934,1,0,3.8,100,0,2,63,350.0,1
27935,1,0,3.7,181,0,6,45,400.0,0
27940,1,0,3.9,371,15,2,66,550.0,1
27941,1,0,4.0,964,18,6,66,500.0,1
27943,1,0,4.1,130,15,6,46,400.0,1
27946,1,0,3.6,214,0,6,23,300.0,0
27948,1,0,3.9,127,15,2,66,600.0,1
27949,1,0,4.3,286,15,6,59,150.0,1
27950,1,0,4.1,1117,23,2,66,750.0,1
27951,1,0,3.9,192,0,6,10,300.0,1
27952,1,0,4.3,894,11,4,4,500.0,1
27953,1,0,3.9,1190,0,6,45,500.0,1
27954,1,0,3.7,48,42,6,43,350.0,0
27955,1,0,3.9,461,0,2,66,650.0,1
27956,1,0,2.9,343,0,7,66,450.0,0
27957,1,0,3.9,84,15,6,66,400.0,1
27959,1,0,3.9,149,15,8,42,200.0,1
27963,1,0,2.9,67,0,2,66,200.0,0
27964,1,0,4.2,146,17,2,52,600.0,1
27970,1,0,3.9,100,18,6,59,200.0,1
27972,1,0,4.3,655,24,6,59,250.0,1
27973,1,0,4.1,171,18,6,10,400.0,1
27974,1,0,3.1,22,0,6,45,400.0,0
27975,1,0,3.9,468,0,2,66,700.0,1
27976,1,0,4.0,115,0,6,66,400.0,1
27978,1,0,3.6,221,0,2,13,600.0,0
27979,1,0,4.3,341,23,2,66,800.0,1
27986,1,0,3.9,226,0,2,66,500.0,1
27987,1,0,3.8,16,24,6,66,250.0,1
27988,1,0,4.1,894,42,1,66,800.0,1
27992,1,0,3.9,39,17,8,66,200.0,1
27993,1,0,4.0,18,0,6,66,100.0,1
27994,1,0,3.7,23,0,6,66,400.0,0
27998,1,0,3.9,184,15,4,25,600.0,1
27999,1,0,3.9,324,3,2,45,650.0,1
28000,1,1,4.4,9079,22,8,66,600.0,1
28001,1,0,4.0,101,0,2,22,600.0,1
28002,1,0,3.3,395,25,6,43,400.0,0
28004,1,0,3.8,283,15,6,14,350.0,1
28009,1,0,3.9,41,0,6,45,300.0,1
28011,1,0,3.6,7,0,7,66,400.0,0
28012,1,0,3.8,28,21,6,66,400.0,1
28014,1,0,4.0,94,15,2,66,700.0,1
28017,1,0,3.8,132,25,6,66,300.0,1
28018,1,0,3.9,48,15,5,66,400.0,1
28020,1,1,4.0,236,23,2,66,800.0,1
28023,1,0,4.6,121,21,5,29,300.0,1
28025,1,0,3.7,26,0,6,66,400.0,0
28026,1,0,3.5,15,15,6,39,500.0,0
28029,1,0,3.7,329,0,7,66,500.0,0
28030,1,0,3.9,523,22,2,25,500.0,1
28031,1,0,3.3,293,15,2,66,600.0,0
28032,1,1,4.9,2235,23,3,66,1.5,1
28035,1,0,3.5,124,15,2,66,550.0,0
28036,1,0,3.3,24,0,4,66,300.0,0
28038,0,0,4.5,3845,23,1,66,800.0,1
28039,1,1,3.5,552,3,2,66,600.0,0
28041,1,0,3.4,7,0,7,66,200.0,0
28044,1,0,3.6,23,0,7,66,150.0,0
28045,1,0,4.3,3459,25,2,43,600.0,1
28046,1,0,4.4,362,24,1,66,500.0,1
28048,1,0,3.3,18,18,6,9,100.0,0
28049,1,0,3.8,222,12,2,22,600.0,1
28050,1,0,3.8,19,25,2,66,400.0,1
28051,1,1,4.4,1808,22,2,66,1.0,1
28053,1,0,4.2,114,0,6,66,300.0,1
28054,1,0,3.9,501,24,6,66,300.0,1
28057,1,1,4.5,208,23,1,66,800.0,1
28059,1,0,3.2,42,0,6,66,800.0,0
28063,0,1,4.5,3915,23,8,66,1.0,1
28065,1,0,4.0,270,21,6,66,450.0,1
28070,1,1,4.2,1543,0,2,66,800.0,1
28072,1,1,4.2,1704,23,1,66,650.0,1
28074,1,0,3.5,11,42,6,33,300.0,0
28076,0,0,3.3,10,23,7,66,600.0,0
28077,1,0,3.9,172,0,6,66,300.0,1
28078,1,0,4.0,139,15,2,66,750.0,1
28079,1,0,3.9,151,15,5,29,300.0,1
28080,1,0,4.3,246,23,6,66,600.0,1
28082,1,0,4.5,344,23,8,66,300.0,1
28085,1,0,4.1,167,23,4,66,300.0,1
28086,1,0,4.5,2073,15,2,66,1.2,1
28088,1,0,3.8,295,23,6,33,500.0,1
28090,1,0,3.7,185,0,6,66,400.0,0
28093,1,1,4.5,811,0,2,66,800.0,1
28094,1,0,3.6,193,0,4,66,450.0,0
28098,1,0,3.9,454,25,2,66,600.0,1
28100,1,0,3.9,107,25,4,66,600.0,1
28101,1,0,4.1,192,22,5,27,300.0,1
28102,1,0,3.1,89,0,6,66,300.0,0
28105,1,0,4.0,403,15,5,37,450.0,1
28107,1,0,3.9,705,0,2,43,500.0,1
28109,0,0,4.1,2733,23,1,66,1.3,1
28112,1,0,3.7,27,0,6,23,300.0,0
28114,1,0,4.0,70,26,4,66,600.0,1
28115,1,0,4.1,614,25,2,66,500.0,1
28116,1,1,4.3,549,23,8,66,1.0,1
28118,1,0,3.9,375,21,2,9,750.0,1
28120,1,0,4.2,532,25,6,66,450.0,1
28121,1,0,3.1,7,0,7,66,400.0,0
28122,1,0,3.6,24,25,4,66,500.0,0
28124,1,0,3.3,13,42,2,66,700.0,0
28127,1,0,4.0,960,25,2,66,500.0,1
28128,1,0,4.6,4694,25,8,66,1.5,1
28130,1,1,3.8,1167,15,2,66,600.0,1
28133,1,0,4.2,177,24,1,16,600.0,1
28135,1,0,4.8,189,23,5,27,400.0,1
28138,1,0,3.6,10,21,7,66,500.0,0
28139,1,0,4.1,141,23,1,66,1.2,1
28142,1,1,3.9,485,23,2,66,700.0,1
28145,1,0,4.1,87,24,1,19,700.0,1
28146,1,0,4.2,972,23,6,59,200.0,1
28147,1,0,3.6,242,23,2,66,1.0,0
28149,1,0,3.9,46,15,1,66,300.0,1
28150,1,0,4.1,322,24,6,43,600.0,1
28151,1,0,4.2,56,23,8,6,400.0,1
28152,1,1,4.1,222,23,2,66,600.0,1
28155,1,0,3.9,443,0,6,66,500.0,1
28160,1,0,3.8,39,22,4,12,600.0,1
28163,1,0,3.7,13,0,8,66,200.0,0
28166,1,0,4.2,823,24,2,43,1.0,1
28167,1,0,3.9,111,18,6,66,500.0,1
28169,1,0,3.6,62,18,6,14,400.0,0
28171,1,0,4.3,2873,23,1,66,600.0,1
28175,1,0,4.5,2620,23,8,66,500.0,1
28177,0,0,4.0,1209,22,1,66,650.0,1
28179,1,0,4.3,1105,15,1,66,700.0,1
28180,1,0,3.7,84,15,6,66,350.0,0
28183,1,0,3.7,17,22,7,66,400.0,0
28185,1,0,4.3,726,23,6,31,400.0,1
28187,1,0,3.9,670,15,2,66,800.0,1
28193,1,0,4.0,169,23,8,66,400.0,1
28195,1,1,4.2,296,23,2,66,800.0,1
28199,0,0,4.3,2304,23,2,66,800.0,1
28202,1,0,3.6,42,0,6,31,400.0,0
28203,1,0,3.7,28,23,2,66,600.0,0
28208,1,0,3.4,9,24,6,59,250.0,0
28210,1,1,4.4,2394,22,2,66,1.0,1
28211,0,1,4.7,4442,23,8,66,1.0,1
28213,1,0,4.3,221,21,6,66,300.0,1
28218,1,0,3.9,139,0,6,51,300.0,1
28219,1,0,3.7,69,23,6,43,200.0,0
28221,1,0,4.0,781,24,2,66,750.0,1
28223,1,0,3.6,73,23,2,66,700.0,0
28228,1,0,4.0,38,0,8,66,300.0,1
28231,1,0,4.0,75,26,1,66,400.0,1
28232,1,1,4.2,149,23,2,66,900.0,1
28233,0,1,4.5,685,23,2,66,1.4,1
28235,1,0,3.3,9,0,6,66,400.0,0
28236,1,0,3.8,42,15,6,66,400.0,1
28237,1,0,3.7,13,0,6,66,300.0,0
28243,1,0,4.3,793,15,2,66,1.0,1
28244,1,0,4.0,830,0,2,66,500.0,1
28248,1,0,4.0,576,21,2,66,600.0,1
28249,1,0,2.9,362,15,2,66,450.0,0
28250,1,0,3.8,23,23,1,66,600.0,1
28254,1,1,4.0,797,25,2,43,900.0,1
28257,1,0,3.6,9,15,2,66,550.0,0
28260,1,1,4.5,1889,21,3,66,1.2,1
28261,1,0,3.9,70,23,8,66,150.0,1
28266,1,1,3.9,536,15,2,66,900.0,1
28273,1,0,3.6,42,0,2,54,350.0,0
28279,1,0,3.8,76,15,1,20,650.0,1
28280,1,0,3.8,81,15,6,57,800.0,1
28282,1,0,4.1,61,42,1,66,600.0,1
28288,1,0,3.8,258,42,4,45,300.0,1
28290,0,0,4.1,1227,23,6,66,400.0,1
28293,1,0,4.4,480,23,1,66,450.0,1
28299,0,0,4.1,440,23,2,46,500.0,1
28303,1,0,3.7,49,0,6,66,350.0,0
28308,1,0,3.2,11,0,6,43,250.0,0
28313,1,0,4.0,139,23,8,66,200.0,1
28319,1,0,4.1,3006,21,1,66,1.0,1
28321,1,0,3.1,910,23,2,66,600.0,0
28322,1,1,3.9,606,15,2,66,1.0,1
28323,1,1,4.0,1864,24,2,43,600.0,1
28325,1,0,4.0,42,0,6,66,300.0,1
28326,1,0,4.4,949,23,1,66,900.0,1
28335,1,0,3.8,43,15,2,45,700.0,1
28337,1,0,3.8,37,42,6,43,250.0,1
28339,1,1,4.5,718,25,2,66,1.5,1
28341,1,0,3.5,14,0,6,31,300.0,0
28342,1,0,4.1,271,21,6,66,500.0,1
28343,1,1,4.1,1789,23,8,66,1.2,1
28344,1,1,4.1,735,15,1,66,1.2,1
28345,1,0,3.7,40,0,6,66,400.0,0
28346,1,0,3.6,29,0,8,66,100.0,0
28347,1,1,4.4,1854,24,2,21,1.1,1
28348,1,0,3.4,6,0,8,8,250.0,0
28349,1,0,4.1,134,15,2,43,650.0,1
28350,0,1,4.5,549,23,1,66,900.0,1
28351,1,0,4.2,602,25,5,29,900.0,1
28352,1,0,3.9,41,23,6,43,250.0,1
28356,1,1,4.4,523,24,2,66,2.5,1
28359,1,1,4.4,681,25,2,66,1.5,1
28362,0,1,4.0,2159,23,8,66,1.0,1
28365,1,0,3.6,24,0,7,45,400.0,0
28368,1,0,3.9,1142,23,2,66,500.0,1
28369,1,0,3.9,231,23,5,37,500.0,1
28370,0,0,3.8,209,0,8,66,400.0,1
28373,1,0,3.5,41,0,6,10,400.0,0
28374,1,1,4.5,261,22,2,66,1.3,1
28376,1,0,3.9,394,25,2,66,750.0,1
28377,1,0,3.4,10,0,6,66,600.0,0
28388,1,0,3.9,457,24,2,21,1.0,1
28391,1,0,4.2,166,15,6,9,300.0,1
28394,0,1,4.3,2248,23,2,25,1.1,1
28397,1,0,3.7,159,18,2,66,700.0,0
28399,1,1,3.7,110,23,2,45,900.0,0
28401,1,0,3.9,44,24,6,66,550.0,1
28403,1,0,3.8,117,0,2,66,600.0,1
28408,1,1,4.2,496,23,1,66,800.0,1
28411,1,0,3.4,31,24,2,63,700.0,0
28412,1,0,4.0,64,23,6,66,150.0,1
28413,1,0,4.0,70,0,5,29,300.0,1
28414,1,0,4.2,180,23,5,29,350.0,1
28415,1,0,3.9,45,15,6,22,300.0,1
28419,1,0,3.8,267,25,2,66,650.0,1
28420,1,0,4.3,379,15,2,66,700.0,1
28421,1,1,4.5,3967,23,8,66,1.6,1
28422,1,1,4.2,874,23,1,66,600.0,1
28423,1,1,4.2,1920,15,8,66,1.5,1
28425,1,1,4.5,3163,23,3,66,1.5,1
28426,1,1,4.1,258,22,2,66,750.0,1
28431,0,0,4.1,44,23,6,66,150.0,1
28441,1,0,4.3,67,23,5,66,250.0,1
28442,1,1,4.4,3674,23,2,66,1.4,1
28443,1,0,3.5,14,0,8,8,400.0,0
28444,1,1,4.5,1879,0,1,66,900.0,1
28446,0,1,4.4,326,23,2,66,1.2,1
28458,1,0,3.4,24,0,7,48,500.0,0
28460,1,0,4.1,142,15,1,18,800.0,1
28463,1,0,3.4,84,0,6,66,300.0,0
28464,1,0,3.9,38,25,8,66,300.0,1
28468,1,0,3.8,618,0,1,66,600.0,1
28474,1,0,3.9,127,18,6,63,400.0,1
28475,1,1,4.0,1515,42,1,18,900.0,1
28482,1,0,3.4,7,23,0,4,400.0,0
28491,1,1,4.4,387,23,3,66,1.5,1
28500,1,0,3.4,7,0,6,54,300.0,0
28501,1,1,4.1,1082,18,2,45,1.0,1
28502,1,0,4.5,237,15,2,66,1.2,1
28505,1,1,4.4,192,42,1,16,1.0,1
28512,1,1,4.1,674,42,2,66,900.0,1
28515,1,0,3.8,92,0,4,55,400.0,1
28517,1,0,2.9,331,11,4,38,600.0,0
28523,1,0,4.0,25,0,6,66,550.0,1
28526,1,1,4.2,1626,22,2,66,1.5,1
28527,1,0,3.8,230,21,1,66,600.0,1
28528,1,1,4.3,2572,23,8,66,1.2,1
28531,1,1,4.0,1390,25,2,66,1.1,1
28532,1,0,3.1,22,11,6,12,250.0,0
28534,1,1,4.4,459,25,3,43,1.5,1
28538,1,0,3.7,92,15,0,4,400.0,0
28542,1,1,4.4,347,23,3,66,1.0,1
28545,1,0,3.8,94,21,6,8,250.0,1
28554,1,0,4.2,169,22,1,19,700.0,1
28556,1,0,3.8,57,25,6,66,500.0,1
28559,1,1,4.0,1238,22,1,16,700.0,1
28564,1,0,3.9,338,15,6,45,500.0,1
28565,1,0,3.7,101,0,1,66,700.0,0
28571,1,1,4.1,1855,21,1,66,600.0,1
28578,1,0,3.6,51,15,2,66,500.0,0
28579,1,1,4.2,1176,22,8,66,1.3,1
28586,1,0,4.1,725,24,4,66,700.0,1
28587,1,1,4.3,1807,23,8,66,900.0,1
28588,0,0,3.3,39,22,6,66,250.0,0
28594,1,0,3.8,34,23,8,66,250.0,1
28595,1,0,3.5,24,26,6,66,350.0,0
28598,1,0,3.8,75,22,2,66,750.0,1
28601,1,0,4.1,465,0,1,66,500.0,1
28603,1,0,3.5,18,24,5,27,300.0,0
28623,1,0,4.0,120,0,6,66,250.0,1
28629,1,0,3.8,46,25,6,66,400.0,1
28634,1,0,3.6,43,0,6,66,250.0,0
28637,1,0,3.8,71,0,2,66,1.0,1
28655,0,0,3.8,34,23,0,66,400.0,1
28656,1,1,4.2,1367,25,3,66,1.4,1
28658,1,1,3.9,144,22,2,66,1.0,1
28661,1,0,3.3,33,0,6,43,150.0,0
28669,1,0,3.9,316,18,6,66,300.0,1
28678,1,0,4.1,992,24,1,66,600.0,1
28680,1,0,3.4,6,15,7,66,400.0,0
28687,1,0,4.0,685,23,6,66,250.0,1
28688,1,0,4.0,34,25,5,66,200.0,1
28690,1,0,3.5,20,3,6,63,400.0,0
28693,1,0,3.5,33,16,6,45,400.0,0
28702,1,0,3.7,28,0,1,66,400.0,0
28704,1,1,3.9,599,22,8,66,1.2,1
28713,1,0,3.4,50,0,6,66,300.0,0
28715,1,1,4.4,103,26,1,66,700.0,1
28722,1,1,4.0,151,42,2,66,1.1,1
28724,0,0,4.1,145,23,5,36,200.0,1
28727,1,0,3.2,4,18,8,66,250.0,0
28740,1,0,4.4,405,23,7,66,500.0,1
28741,1,0,3.9,188,26,6,66,400.0,1
28742,0,0,2.4,45,23,4,66,400.0,0
28748,0,0,3.2,9,23,6,66,250.0,0
28753,1,0,3.5,433,21,4,66,500.0,0
28756,1,0,3.2,6,0,8,6,200.0,0
28757,1,0,4.0,69,25,5,27,400.0,1
28761,0,0,3.2,10,23,4,53,500.0,0
28778,1,0,3.1,224,0,4,45,500.0,0
28786,1,0,3.9,96,21,6,51,350.0,1
28789,1,0,4.0,212,22,6,66,400.0,1
28792,1,0,3.4,15,0,8,66,300.0,0
28794,1,0,4.0,1113,22,4,46,500.0,1
28795,1,0,3.6,46,15,7,48,300.0,0
28799,1,0,3.5,14,0,6,66,350.0,0
28810,1,0,3.7,16,0,6,21,300.0,0
28818,1,0,3.9,179,24,4,66,300.0,1
28820,1,0,3.6,57,15,7,43,400.0,0
28824,1,0,3.8,21,0,6,2,850.0,1
28826,1,0,3.6,115,42,4,45,400.0,0
28828,1,0,3.8,76,18,6,66,300.0,1
28868,1,0,3.7,26,15,4,66,500.0,0
28884,0,0,3.4,12,17,8,66,300.0,0
28891,1,0,3.2,13,0,6,66,250.0,0
28892,1,0,3.4,35,0,6,26,500.0,0
28894,1,0,3.9,144,22,4,43,500.0,1
28920,1,0,4.3,1902,23,5,27,400.0,1
28926,1,0,3.1,40,0,6,45,250.0,0
28930,1,0,3.6,75,23,6,66,600.0,0
28934,0,1,4.2,1741,22,8,66,1.4,1
28935,0,0,3.7,4652,24,8,66,2.0,0
28938,0,0,2.9,25,18,6,63,300.0,0
28942,1,0,3.5,10,15,7,66,400.0,0
28943,1,0,3.2,6,0,6,66,350.0,0
28944,0,1,4.0,169,0,8,35,1.1,1
28960,0,0,4.2,1534,24,6,66,600.0,1
28963,0,1,4.3,164,22,2,66,800.0,1
28966,0,0,4.1,2449,24,1,66,700.0,1
28967,0,1,4.1,811,22,3,66,800.0,1
28968,1,1,4.4,466,22,1,66,800.0,1
28970,0,0,4.3,317,0,8,66,300.0,1
28971,0,0,3.9,70,42,8,45,1.5,1
28973,0,0,4.5,941,21,5,66,200.0,1
28979,0,0,3.3,4,0,6,43,100.0,0
28982,0,0,3.5,16,0,6,45,200.0,0
28983,1,0,4.3,34,0,6,57,600.0,1
28986,0,0,4.1,357,0,6,66,500.0,1
28989,0,0,3.4,16,0,6,66,200.0,0
28996,0,0,3.8,291,26,8,66,500.0,1
29002,1,0,3.6,15,0,6,45,300.0,0
29005,0,0,3.8,69,3,8,66,700.0,1
29006,0,0,3.8,63,25,8,66,600.0,1
29014,0,0,3.4,6,0,6,43,400.0,0
29028,0,0,2.7,53,22,8,66,600.0,0
29031,0,0,3.5,12,42,6,59,200.0,0
29038,0,0,3.3,6,0,6,48,450.0,0
29060,0,0,3.8,65,24,6,26,550.0,1
29093,0,0,3.4,6,0,6,39,300.0,0
29118,0,0,3.1,6,0,6,66,250.0,0
29124,0,0,3.6,54,24,8,66,250.0,0
29127,0,0,3.5,10,0,6,2,300.0,0
29158,0,0,3.3,4,26,6,66,350.0,0
29175,0,0,3.3,6,0,8,66,200.0,0
29228,1,0,3.7,25,15,6,66,250.0,0
29262,1,0,3.7,24,35,6,66,500.0,0
29264,1,0,3.8,87,21,8,66,100.0,1
29283,1,1,4.4,2510,3,8,66,900.0,1
29285,0,0,4.6,268,23,8,66,400.0,1
29287,0,0,4.4,174,23,8,66,600.0,1
29288,1,0,4.5,2620,23,8,66,500.0,1
29289,1,0,4.6,834,23,5,29,400.0,1
29290,1,1,4.2,496,23,1,66,800.0,1
29295,1,0,4.6,155,23,4,66,500.0,1
29296,1,0,4.5,344,23,8,66,300.0,1
29297,1,0,4.3,1902,23,5,27,400.0,1
29298,1,1,4.2,1704,23,1,66,650.0,1
29299,1,0,4.1,240,23,8,66,400.0,1
29301,1,0,4.8,189,23,5,27,400.0,1
29302,1,0,4.1,141,23,1,66,1.2,1
29304,1,0,4.2,180,23,5,29,350.0,1
29306,1,0,3.9,231,23,5,37,500.0,1
29311,1,0,4.0,169,23,8,66,400.0,1
29312,1,0,4.0,211,23,8,66,200.0,1
29322,1,0,3.9,27,23,5,36,200.0,1
29324,0,0,4.1,145,23,5,36,200.0,1
29331,1,1,4.3,563,24,8,66,2.0,1
29332,1,1,4.4,9079,22,8,66,600.0,1
29333,0,0,4.4,1225,22,1,66,800.0,1
29334,0,0,4.2,1534,24,6,66,600.0,1
29335,1,0,4.4,362,24,1,66,500.0,1
29336,1,1,4.1,1855,21,1,66,600.0,1
29337,1,0,4.3,190,22,0,4,400.0,1
29340,0,0,3.9,124,22,0,4,500.0,1
29341,1,1,4.0,151,42,2,66,1.1,1
29342,1,0,4.1,313,21,7,66,650.0,1
29343,1,1,4.3,342,22,6,66,450.0,1
29344,0,0,4.5,493,24,5,30,500.0,1
29345,0,0,4.5,941,21,5,66,200.0,1
29346,1,0,4.1,192,22,5,27,300.0,1
29348,1,0,4.0,69,25,5,27,400.0,1
29349,1,0,4.2,602,25,5,29,900.0,1
29351,0,0,4.1,724,22,8,28,300.0,1
29352,0,0,4.0,366,22,8,28,300.0,1
29353,1,0,3.5,18,24,5,27,300.0,0
29355,1,1,4.4,103,26,1,66,700.0,1
29358,1,0,4.0,34,25,5,66,200.0,1
29360,1,0,4.1,157,22,5,27,300.0,1
29364,1,0,4.2,348,22,5,27,300.0,1
29365,0,0,3.8,291,26,8,66,500.0,1
29371,0,0,4.1,445,22,5,66,400.0,1
29379,1,0,3.8,25,22,0,4,300.0,1
29381,1,0,3.8,87,21,8,66,100.0,1
29384,0,0,2.7,53,22,8,66,600.0,0
29400,1,0,3.6,29,25,0,28,400.0,0
29425,1,0,4.0,208,0,8,66,200.0,1
29426,0,0,3.7,61,0,8,41,250.0,0
29434,1,0,3.7,101,0,1,66,700.0,0
29441,0,0,3.4,6,0,0,3,500.0,0
29446,1,0,3.5,8,0,5,30,250.0,0
29460,0,1,4.2,1754,23,2,66,1.2,1
29461,0,1,4.7,10512,23,3,66,1.4,1
29462,0,0,4.7,14710,23,8,66,900.0,1
29463,0,1,4.4,1569,23,8,66,2.0,1
29464,0,1,4.5,3915,23,8,66,1.0,1
29465,1,1,4.5,3163,23,3,66,1.5,1
29466,0,1,4.6,2585,23,8,66,1.3,1
29467,0,0,4.2,2369,23,8,66,1.4,1
29469,1,1,4.2,149,23,2,66,900.0,1
29470,0,1,4.8,467,23,8,66,2.1,1
29471,1,1,4.5,3967,23,8,66,1.6,1
29472,0,1,4.4,1567,23,2,66,700.0,1
29473,0,0,4.7,3215,23,8,66,750.0,1
29474,0,0,4.5,3845,23,1,66,800.0,1
29475,0,1,4.7,4442,23,8,66,1.0,1
29476,1,1,4.9,2235,23,3,66,1.5,1
29477,0,1,4.7,4860,23,2,66,1.5,1
29479,0,1,4.6,4997,23,8,66,1.8,1
29480,0,0,4.1,2733,23,1,66,1.3,1
29481,1,0,4.4,7233,23,2,66,600.0,1
29482,0,1,4.5,1995,23,8,66,1.4,1
29483,0,1,4.0,2159,23,8,66,1.0,1
29485,1,1,4.3,2572,23,8,66,1.2,1
29490,1,0,4.3,2873,23,1,66,600.0,1
29492,1,1,4.3,1807,23,8,66,900.0,1
29493,1,0,4.1,6943,23,2,66,750.0,1
29495,0,0,4.1,440,23,2,46,500.0,1
29496,1,0,3.7,28,23,2,66,600.0,0
29497,0,1,4.1,1795,23,2,66,1.0,1
29500,1,1,4.4,387,23,3,66,1.5,1
29501,1,1,4.2,496,23,1,66,800.0,1
29503,1,1,4.1,1789,23,8,66,1.2,1
29504,1,0,4.2,533,23,2,66,600.0,1
29505,1,0,4.3,341,23,2,66,800.0,1
29506,0,1,4.5,549,23,1,66,900.0,1
29508,1,0,4.1,1570,23,2,66,750.0,1
29512,1,1,4.2,874,23,1,66,600.0,1
29517,0,1,4.4,326,23,2,66,1.2,1
29518,1,0,4.0,784,23,2,66,800.0,1
29521,0,1,3.9,150,23,8,66,1.0,1
29529,1,1,4.2,1704,23,1,66,650.0,1
29530,0,1,4.1,1237,23,8,66,1.5,1
29531,1,1,4.4,347,23,3,66,1.0,1
29532,1,1,4.2,296,23,2,66,800.0,1
29540,1,1,3.9,485,23,2,66,700.0,1
29542,0,1,3.9,590,23,8,66,1.3,1
29543,1,0,3.9,782,23,2,9,750.0,1
29562,0,0,4.3,138,23,1,18,800.0,1
29565,1,0,4.1,238,23,2,66,500.0,1
29568,1,0,2.9,70,23,1,16,650.0,0
29575,1,1,3.7,110,23,2,45,900.0,0
29577,1,0,4.5,2620,23,8,66,500.0,1
29583,1,0,4.3,171,23,6,15,500.0,1
29588,1,0,3.7,116,23,6,58,750.0,0
29591,1,0,4.0,685,23,6,66,250.0,1
29595,1,0,3.9,41,23,6,43,250.0,1
29609,1,0,3.6,14,0,6,55,200.0,0
29627,0,0,3.2,9,23,6,66,250.0,0
29630,1,0,3.4,11,23,6,66,300.0,0
29636,1,1,4.3,563,24,8,66,2.0,1
29637,1,0,4.6,4694,25,8,66,1.5,1
29638,0,1,4.4,2362,25,3,66,1.1,1
29639,0,0,4.6,7122,22,1,66,600.0,1
29640,0,1,4.6,6372,25,8,66,1.6,1
29642,0,1,4.3,217,22,3,66,1.2,1
29643,0,1,4.4,373,42,8,66,1.0,1
29644,1,1,4.4,9079,22,8,66,600.0,1
29645,0,1,4.7,3628,21,2,66,1.6,1
29646,1,1,4.5,1889,21,3,66,1.2,1
29647,1,0,4.3,3459,25,2,43,600.0,1
29648,0,1,4.6,890,22,8,66,1.4,1
29649,1,1,4.4,459,25,3,43,1.5,1
29650,1,1,4.4,2394,22,2,66,1.0,1
29651,0,1,4.5,1231,22,8,66,1.2,1
29652,0,0,4.4,1225,22,1,66,800.0,1
29654,0,1,4.4,4081,22,8,66,1.2,1
29658,0,1,4.5,571,24,8,66,1.0,1
29659,1,0,4.0,75,26,1,66,400.0,1
29660,0,1,4.3,1551,21,8,66,1.2,1
29662,1,1,4.5,261,22,2,66,1.3,1
29663,1,1,4.4,523,24,2,66,2.5,1
29664,0,0,3.7,4652,24,8,66,2.0,0
29666,1,1,4.4,681,25,2,66,1.5,1
29667,1,1,4.1,1855,21,1,66,600.0,1
29668,1,1,4.2,1176,22,8,66,1.3,1
29678,1,0,4.2,823,24,2,43,1.0,1
29680,1,1,4.2,1626,22,2,66,1.5,1
29681,1,0,4.6,1026,25,8,66,550.0,1
29683,0,1,4.1,811,22,3,66,800.0,1
29685,1,1,4.1,674,42,2,66,900.0,1
29690,1,0,4.1,1962,24,2,66,650.0,1
29692,1,1,4.0,1864,24,2,43,600.0,1
29696,0,0,4.0,1408,24,8,66,1.0,1
29706,1,1,4.0,1515,42,1,18,900.0,1
29717,1,0,4.1,894,42,1,66,800.0,1
29719,0,1,3.9,282,25,3,66,1.0,1
29721,0,0,4.2,226,42,1,66,200.0,1
29722,1,1,3.9,598,22,8,66,1.2,1
29723,1,1,4.0,1390,25,2,66,1.1,1
29724,1,0,3.9,457,24,2,21,1.0,1
29727,1,0,3.5,889,25,2,52,650.0,0
29730,1,0,4.1,616,25,2,66,500.0,1
29731,1,0,4.0,108,21,2,43,500.0,1
29733,1,0,3.6,32,25,1,66,500.0,0
29734,0,0,4.0,1209,22,1,66,650.0,1
29736,1,1,4.4,103,26,1,66,700.0,1
29738,1,0,4.0,782,24,2,66,750.0,1
29745,1,0,3.9,454,25,2,66,600.0,1
29747,0,1,4.3,106,25,2,66,1.0,1
29748,0,0,3.9,107,22,8,35,1.5,1
